序号,完整音频,单句音频,句子文本,开始时间,结束时间
187,18sn1-9.mp3,../18sn/3-150.mp3,别看这些文人们表面上互相吹捧，其实骨子里都是谁都看不起谁，这才形成了文无第一的局面。,1611.69,1621.98
188,18sn1-9.mp3,../18sn/3-160.mp3,与那两位不沾凡尘气息的女作者相比，张欣无疑接地气的多，她非常的活泼和谁都能混到一起。,1622.64,1636.82
189,18sn1-9.mp3,../18sn/3-170.mp3,因此虽然只是短短的几天，但给万帆还是留下了印象。,1637.58,1642.38
190,18sn1-9.mp3,../18sn/3-180.mp3,至于其余的女性，从北晶回来不久他就连对方姓什么都忘了。,1642.92,1648.71
191,18sn1-9.mp3,../18sn/3-190.mp3,上一世的张星在这里笔会期间还闹出了一场绯闻。,1649.45,1654.04
192,18sn1-9.mp3,../18sn/3-200.mp3,具体哪一天万帆记不住了，不是八月三号就是四号的晚上。,1654.89,1660.44
193,18sn1-9.mp3,../18sn/3-210.mp3,《当代文学》编辑部的一个男编辑把张欣不知道带到什么地方去了，晚上一点多才回来。,1661.09,1667.84
194,18sn1-9.mp3,../18sn/3-220.mp3,期间发生了什么无人知道。,1668.58,1671.34
195,18sn1-9.mp3,../18sn/3-230.mp3,万帆所住的这间地下室里一共有六张床，万帆可能是这间地下室房间里的第一个顾客，因为其它的床连一点有人的痕迹都没有。,1673.08,1685.86
196,18sn1-9.mp3,../18sn/3-240.mp3,不过很快陆续就有人住进来了，其中有三个和万帆一样是到《当代文学》杂志来开笔会的。,1686.6,1694.73
197,18sn1-9.mp3,../18sn/3-250.mp3,其中一个就是林吉那个叫郝小北的作者，另一位是个来自华国中部某省叫郑奇的中年人。,1695.27,1705.63
198,18sn1-9.mp3,../18sn/3-260.mp3,最后一位是来自桂州的老年作者。,1706.2,1709.35
199,18sn1-9.mp3,../18sn/3-270.mp3,他叫刘语堂，态度非常和蔼的一个老作者。,1709.56,1713.37
200,18sn1-9.mp3,../18sn/3-280.mp3,也是这一批来参加笔会实力最雄厚的作者之一，他在桂州地区发表过上百篇的小说诗歌散文作品。,1713.7,1724.62
201,18sn1-9.mp3,../18sn/3-290.mp3,说这些作者谁最有资格称是作家，刘语堂不出声其余的都的省省。,1725.34,1733.17
202,18sn1-9.mp3,../18sn/3-300.mp3,当年万帆可是向他请教了不少关于文学方面的问题。,1734.16,1738.72
203,18sn1-9.mp3,../18sn/3-310.mp3,这期参加笔会的住地下室的还有一个女作者，她就住在万帆这间房间的隔壁，对这个女作者万峰更是有印象了，她叫何曼玉，虽然已经到了徐娘半老的阶段，但是打扮时髦，眉目流光。,1739.32,1758.5
204,18sn1-9.mp3,../18sn/3-320.mp3,浑身上下洋溢着一股…………怎么说呢，就是骚气。,1758.53,1765.06
205,18sn1-9.mp3,../18sn/3-330.mp3,这个女人看人都是斜着眼睛看，但也不是看什么人都这样看，看男人是这么看的，看女人就正视的多。,1765.6,1776.07
206,18sn1-9.mp3,../18sn/3-340.mp3,这个女人在弄明白万帆也是作者后对着万帆就张了一个眼幔。,1776.8,1782.38
207,18sn1-9.mp3,../18sn/3-350.mp3,尽管万帆有了心理准备，但依然被这个女人电的哆嗦了一下。,1783.14,1788.27
208,18sn1-9.mp3,../18sn/3-360.mp3,上一世他对男女之间的狗撕咬还不太懂，对这些男女之间的这些性暗示根本就不太懂，因此这个女作者对他抛的眉眼等于全扔水里去了，还是没溅起一点涟漪的那种。,1789.54,1805.58
209,18sn1-9.mp3,../18sn/3-370.mp3,可现在万帆懂了，虽然心理已经成熟但还是有点不好意思。,1806.44,1812.95
210,18sn1-9.mp3,../18sn/3-380.mp3,那女人看到万帆的窘态就哈哈大笑起来。,1813.34,1817.09
211,18sn1-9.mp3,../18sn/3-390.mp3,这笑容非常的有蛊惑力，动人心魄，是那种男人听了心里抓耳挠腮的那种笑。,1817.48,1824.68
212,18sn1-9.mp3,../18sn/3-400.mp3,这个女人可不是一般的女人，是那种胆大包天的女人。,1825.72,1831.42
213,18sn1-9.mp3,../18sn/3-410.mp3,上一世就是在这间地下室，某天下午一点左右，她和郑奇就蒙着被子白日那啥，完全不顾忌别人的感受。,1831.75,1841.74
214,18sn1-9.mp3,../18sn/3-420.mp3,不过当时这间屋子也没别人，也没啥可感受的。,1842.62,1847.27
215,18sn1-9.mp3,../18sn/3-430.mp3,到这里住宿的人几乎都是来办事儿的，他们大白天几乎都在外面，不到晚上不会回来，这就给了郑奇和何曼玉扯蛋的机会。,1847.99,1859.57
216,18sn1-9.mp3,../18sn/3-440.mp3,万帆之所以知道是因为他凑巧在外面闲逛回来，百无聊赖之际想回屋子休息一会儿。,1860.68,1868.42
217,18sn1-9.mp3,../18sn/3-450.mp3,一推门，里面插着隐约还听到了一些儿童不宜方面的声音。,1868.69,1874.93
218,18sn1-9.mp3,../18sn/3-460.mp3,几分钟后，郑奇慌里慌张的把门开开，万帆就看到了正在整理裙子的何曼玉。,1875.45,1882.77
219,18sn1-9.mp3,../18sn/3-470.mp3,而何曼玉似乎根本没当回事儿，该吃吃该喝喝，过后看到万帆还意味深长地笑。,1883.45,1890.5
220,18sn1-9.mp3,../18sn/3-480.mp3,像什么事儿也没发生一样。,1890.65,1892.57
221,18sn1-9.mp3,../18sn/3-490.mp3,万帆下定决心离这个女人远点，自己怎么说现在都是小鲜肉，被她啃了可特么亏了。,1893.1,1901.32
222,18sn1-9.mp3,../18sn/3-500.mp3,当天晚上笔会报到结束后，第二天笔会就正式开始了，首先是请来了北晶当地的一些作家讲课。,1903.23,1911.54
223,18sn1-9.mp3,../18sn/3-510.mp3,在这一点上《当代文学》做的还是有些良心的，起码真的请来了几个作者，像有个叫张同武的作家，学生的课本里还有他的文章。,1911.75,1923.93
224,18sn1-9.mp3,../18sn/3-520.mp3,最有名的就是请来了一个叫汪烁的家伙。,1924.62,1928.46
225,18sn1-9.mp3,../18sn/3-530.mp3,这里似乎出现了点意外，像张同武、季白这几个作者万帆上一世都见过，但是这个汪烁上一世可没有来过。,1929.19,1940.5
226,18sn1-9.mp3,../18sn/3-540.mp3,但是这次他也出现了。,1941.07,1943.2
227,18sn1-9.mp3,../18sn/3-550.mp3,八十年代中后期，汪烁可是大大的有名。,1943.91,1948.35
228,18sn1-9.mp3,../18sn/3-560.mp3,万峰当年是看过他几部小说的，留下印象的就是《一半是火焰一半是海水》了。,1948.35,1957.69
229,18sn1-9.mp3,../18sn/3-570.mp3,北晶人本身就能胡扯，他们管这叫侃大山，侃起来没完没了的那种。,1958.66,1965.59
230,18sn1-9.mp3,../18sn/3-580.mp3,汪烁一出来，万帆才真的理解北晶谁最能侃了。,1966.22,1971.53
231,18sn1-9.mp3,../18sn/3-590.mp3,汪烁的语速比较快，说话像机关枪一样，外表痞里痞气的，说话摇头晃脑。,1972.22,1978.7
232,18sn1-9.mp3,../18sn/3-600.mp3,一张嘴半个小时不闲着，宛如冰雹落瓦上一般的噼里啪啦。,1979.24,1984.7
233,18sn1-9.mp3,../18sn/3-610.mp3,从清朝扯到唐朝，从华国扯到欧洲南美澳洲，就差没扯火星月球了。,1985.26,1993.54
234,18sn1-9.mp3,../18sn/3-620.mp3,汪烁在前面不拉不拉不拉的讲，仿佛一个说书先生，再给他个惊堂木，他保证能技惊四座。,1994.38,2002.39
235,18sn1-9.mp3,../18sn/3-630.mp3,回头你再看下面听书的这些作者，千奇百怪什么表情都有。,2003.08,2009.5
236,18sn1-9.mp3,../18sn/3-640.mp3,洗耳恭听的有之，心不在焉的有之，面带微笑的有之，神色严肃的有之。,2009.83,2017.33
237,18sn1-9.mp3,../18sn/3-650.mp3,有几个带着照相机来的学员就忙活欢了，这家伙一脸献媚地各角度取景各角度拍摄。,2017.85,2026.31
238,18sn1-9.mp3,../18sn/3-660.mp3,你看文人就这德行。,2026.61,2028.56
239,18sn1-9.mp3,../18sn/3-670.mp3,万帆摇摇头，把脸转向窗外。,2029.48,2032.39
240,18sn1-9.mp3,../18sn/3-680.mp3,这个屋子里别人都在认真地听汪烁侃大山，心不在焉的人唯有他一个。,2033.41,2039.74
241,18sn1-9.mp3,../18sn/3-690.mp3,自打弄明白自己重生后，文学这个东西在他心里的地位就一落千丈了。,2040.73,2047.36
242,18sn1-9.mp3,../18sn/3-700.mp3,上一世从北晶回去后他就放弃了文学，这一世他依然还会如此。,2048.6,2054.75
243,18sn1-9.mp3,../18sn/3-710.mp3,搞传统文学那是死路一条，既混不出啥名也没多大利。,2055.34,2061.46
244,18sn1-9.mp3,../18sn/3-720.mp3,搞网络文学现在就太早了一点，现在华国超过半数的人都不知道电脑为何物呢。,2062.0,2069.69
245,18sn1-9.mp3,../18sn/3-730.mp3,电脑在华国开始普及到县那也得九六年，而联网更是要到二零零零年。,2070.75,2078.94
246,18sn1-9.mp3,../18sn/3-740.mp3,这还差着十多年呢。,2079.24,2081.1
247,18sn1-9.mp3,../18sn/3-750.mp3,上一世在京城的时候他还没有放弃文学这个想法，决定是回到红崖后才下的决定，所以当年此时他还聚精会神地听汪烁侃大山。,2081.75,2095.67
248,18sn1-9.mp3,../18sn/3-760.mp3,而这一世他的注意力已经不在文学上了，他在考虑自己回家后干点什么，因此就算当时汪烁的名气再大，他也没有听下去的兴趣了。,2096.26,2108.95
249,18sn1-9.mp3,../18sn/3-770.mp3,现在他的思绪已经离开了这里，飞回到了辽南海边那座小县城。,2109.77,2116.07
250,18sn1-9.mp3,../18sn/3-780.mp3,他是红崖电机厂厂的工人，是电机厂加工车间的一名钳工，主要负责给电机机体转眼攻丝，每月挣着二百挂点零头的工资。,2117.15,2128.97
251,18sn1-9.mp3,../18sn/3-790.mp3,上一世，他在这个工厂一直工作到九四年，然后停薪留职去自谋出路了。,2129.84,2137.07
252,18sn1-9.mp3,../18sn/3-800.mp3,现在他要好好回忆一下，自己回去该干点什么。,2137.86,2141.82
253,18sn1-9.mp3,../18sn/3-810.mp3,万帆把自己埋进回忆的黄沙中，使劲地在记忆的宝库里挖掘对自己有用的东西，但是脑袋都想疼了也没想出啥有用的东西，好像脑袋里记住的内容和九一年的时代风马牛不相及，没有什么可以借鉴的内容。,2142.48,2162.26
254,18sn1-9.mp3,../18sn/3-820.mp3,十一点钟，这些请来的作家们走了，不知被当代文学编辑部的人领导哪里腐败去了。,2162.26,2170.92
255,18sn1-9.mp3,../18sn/3-830.mp3,剩下的这些苦逼作者们也开始考虑肠胃的问题。,2171.64,2176.26
256,18sn1-9.mp3,../18sn/3-840.mp3,何曼玉笑嘻嘻地对万帆说：“,2176.86,2179.68
257,18sn1-9.mp3,../18sn/3-860.mp3,麻痹的你都四十多岁了，老子才十八，你是怎么好意思管老子叫小老弟的？,2181.55,2189.49
258,18sn1-9.mp3,../18sn/3-870.mp3,“何姐！不好意思，我现在不饿。”他也只能管对方叫姐了，总不能不顾对方面子叫对方大姨吧。,2189.91,2199.96
259,18sn1-9.mp3,../18sn/3-880.mp3,虽然没叫对方大姨但他也没给何曼玉什么笑脸，怕一给笑脸对方就当爱情了。,2200.87,2207.98
260,18sn1-9.mp3,../18sn/3-890.mp3,老子现在还是童子鸡呢，这要是喂了猫就特么亏了。,2208.75,2212.68
261,18sn1-9.mp3,../18sn/3-900.mp3,他这可不是什么杞人忧天的想法，上一世某些人过中年的妇女专门喜欢小鲜肉的事情他又不是没听过没见过。,2213.59,2223.76
262,18sn1-9.mp3,../18sn/3-910.mp3,要不电视里为毛会出现那么多男不男女不女的东西？,2224.27,2228.05
263,18sn1-9.mp3,../18sn/3-920.mp3,万帆转身离开。,2228.05,2230.66
264,18sn1-9.mp3,../18sn/4-10.mp3,第四集,2235.1,2236.36
265,18sn1-9.mp3,../18sn/4-20.mp3,石景山招待所里是有食堂的，但是价钱一点不接地气不亲民。,2238.83,2244.98
266,18sn1-9.mp3,../18sn/4-30.mp3,以万帆现在这种经济状况是消费不起二元钱一个菜的，再加上米饭，这一顿饭就得三元。,2245.56,2253.93
267,18sn1-9.mp3,../18sn/4-40.mp3,这远不如到地铁站那里的小摊吃饭来的实惠。,2254.38,2258.07
268,18sn1-9.mp3,../18sn/4-50.mp3,那里一块五一碗的拉面足够他填饱肚子了，在石景山招待所食堂吃一顿饭，他在外面能吃两顿。,2258.69,2268.36
269,18sn1-9.mp3,../18sn/4-60.mp3,北晶这里什么都贵。,2269.19,2270.99
270,18sn1-9.mp3,../18sn/4-70.mp3,万帆厂子下面街边的拉面才八毛钱一碗，一看钱还能加个鸡蛋，而这里单一碗面就一块五。,2271.29,2280.77
271,18sn1-9.mp3,../18sn/4-80.mp3,万帆走出招待所，正好遇到也刚从招待所里出来的张欣。,2281.82,2286.77
272,18sn1-9.mp3,../18sn/4-90.mp3,到目前为止，他和张欣还没有说过话，但彼此都知道是来开笔会的作者。,2287.7,2295.05
273,18sn1-9.mp3,../18sn/4-100.mp3,“你是叫张欣吧？”万帆主动开口。,2296.94,2300.95
274,18sn1-9.mp3,../18sn/4-110.mp3,张欣点头。,2301.34,2302.48
275,18sn1-9.mp3,../18sn/4-120.mp3,“吃饭没有？我准备到地铁站去吃拉面，若是没吃不如一起，我请客！”,2303.42,2311.51
276,18sn1-9.mp3,../18sn/4-130.mp3,上一世他和女生说话可没这么大胆，有时看到陌生的女生还脸红。,2313.13,2319.28
277,18sn1-9.mp3,../18sn/4-140.mp3,不过现在他就不在乎了。,2319.86,2321.93
278,18sn1-9.mp3,../18sn/4-150.mp3,张欣没有欢呼雀跃，而是一脸疑惑：“,2322.5,2325.62
279,18sn1-9.mp3,../18sn/4-170.mp3,“咱们都是作者，也算是爱好一样志同道合，天南海北在这里相遇就是缘分，请你吃碗拉面有什么不好的。,2330.99,2341.1
280,18sn1-9.mp3,../18sn/4-180.mp3,你不会以为我用一碗拉面想从你身上占什么便宜吧？”,2341.69,2346.01
281,18sn1-9.mp3,../18sn/4-200.mp3,从石景山招待所到离最近的地铁车站中间要穿过一个天然公园。,2351.08,2357.47
282,18sn1-9.mp3,../18sn/4-210.mp3,公园两边都是树林，距离大概有三百米远。,2357.83,2362.45
283,18sn1-9.mp3,../18sn/4-220.mp3,这个公园是很有意思，如果万帆没记错的话，不是明天就是后天晚上这里会相当的热闹。,2362.94,2371.64
284,18sn1-9.mp3,../18sn/4-230.mp3,哪天晚上十点左右，派出所天降奇兵对这个公园进行了一次围剿。,2372.93,2379.47
285,18sn1-9.mp3,../18sn/4-240.mp3,好家伙从里面围剿出了几十对不知是真鸳鸯还是假鸳鸯。,2380.05,2385.39
286,18sn1-9.mp3,../18sn/4-250.mp3,那些男的当年万帆没啥印象，但是那些女的他的印象还是挺深刻，她们穿的衣服非常的暴露，很多在当时不不该暴露的地方都暴露了，在九十年代对男人的视觉那是有相当的冲击力。,2386.01,2403.62
287,18sn1-9.mp3,../18sn/4-260.mp3,万帆扭头看了一眼张欣，其实现在的张欣也挺有冲击力的。,2403.62,2411.5
288,18sn1-9.mp3,../18sn/4-270.mp3,张欣戴着一顶白色遮阳帽，上身穿一白色的半截袖，下身穿了一条白色带蓝竖条的遮膝短裙，脚上是一双白色的球鞋。,2412.39,2424.81
289,18sn1-9.mp3,../18sn/4-280.mp3,这一身打扮青春靓丽，再加上她蹦蹦跳跳的，完全就是青春美少女。,2425.36,2432.8
290,18sn1-9.mp3,../18sn/4-290.mp3,唯一差点的就是身高了，近一米六的身高在南方可能是中等个头，但在北方这个头就只能偏矮了。,2433.6,2449.62
291,18sn1-9.mp3,../18sn/4-310.mp3,。”张欣一边蹦蹦跳跳一边和万帆聊天。,2455.21,2458.54
292,18sn1-9.mp3,../18sn/4-320.mp3,“啊？有这么明显的区别吗？”,2459.82,2462.4
293,18sn1-9.mp3,../18sn/4-340.mp3,张欣这算不算是自黑？,2466.66,2468.49
294,18sn1-9.mp3,../18sn/4-350.mp3,“没那么严重吧，又不是请你吃什么大餐，就是一块五一碗的面条，如果换成大餐我也不会请，毕竟第一次见面互相都不认识。”,2470.18,2481.85
295,18sn1-9.mp3,../18sn/4-360.mp3,他少交了三百元的费用，请一个小美女吃碗拉面这多大的事儿呀。,2483.47,2489.05
296,18sn1-9.mp3,../18sn/4-380.mp3,张欣说南方人心思缜密万帆表示赞同，但是是不是像张欣说得那么小气万帆不太清楚。,2495.31,2504.31
297,18sn1-9.mp3,../18sn/4-390.mp3,上一世到北晶就是他到过华国往西南方向最远的地方了，南方他根本就没去过，也没接触过多少南方人，自然没资格品评人家。,2505.12,2517.61
298,18sn1-9.mp3,../18sn/4-400.mp3,出了公园就是地铁一号线在石景山的一个站点。,2519.37,2523.87
299,18sn1-9.mp3,../18sn/4-410.mp3,站点的周围就有很多摆小摊的，万帆昨天在这里吃过一次拉面就记住了这个地方。,2524.41,2531.61
300,18sn1-9.mp3,../18sn/4-420.mp3,中午时分这里的人还是很多的，几乎没有空闲的地方。,2532.7,2536.93
